"order_number","date","month_number","name","category","size","quantity","price","revenue"
"9463","2015-06-08","6","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"9463","2015-06-08","6","The Chicken Pesto Pizza","Chicken","M",1,"16.75","16.75"
"9463","2015-06-08","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9463","2015-06-08","6","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9463","2015-06-08","6","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"9463","2015-06-08","6","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9463","2015-06-08","6","The Spinach and Feta Pizza","Veggie","M",1,"16.00","16.00"
"9463","2015-06-08","6","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"9463","2015-06-08","6","The Mexicana Pizza","Veggie","M",1,"16.00","16.00"
"9463","2015-06-08","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9463","2015-06-08","6","The Napolitana Pizza","Classic","L",2,"20.50","41.00"
"9464","2015-06-08","6","The Spinach and Feta Pizza","Veggie","M",1,"16.00","16.00"
"9465","2015-06-08","6","The Greek Pizza","Classic","L",1,"20.50","20.50"
"9465","2015-06-08","6","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"9465","2015-06-08","6","The Spicy Italian Pizza","Supreme","M",1,"16.50","16.50"
"9466","2015-06-08","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9466","2015-06-08","6","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"9467","2015-06-08","6","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"9467","2015-06-08","6","The Spinach and Feta Pizza","Veggie","M",1,"16.00","16.00"
"9468","2015-06-08","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9469","2015-06-08","6","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"9469","2015-06-08","6","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"9470","2015-06-08","6","The Barbecue Chicken Pizza","Chicken","M",2,"16.75","33.50"
"9471","2015-06-08","6","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"9471","2015-06-08","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9471","2015-06-08","6","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"9471","2015-06-08","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9472","2015-06-08","6","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9472","2015-06-08","6","The Sicilian Pizza","Supreme","M",1,"16.25","16.25"
"9472","2015-06-08","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9472","2015-06-08","6","The Spinach Pesto Pizza","Veggie","L",1,"20.75","20.75"
"9473","2015-06-08","6","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"9474","2015-06-08","6","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9475","2015-06-08","6","The Hawaiian Pizza","Classic","M",1,"13.25","13.25"
"9476","2015-06-08","6","The Spicy Italian Pizza","Supreme","M",1,"16.50","16.50"
"9476","2015-06-08","6","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"9477","2015-06-08","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"9477","2015-06-08","6","The Spicy Italian Pizza","Supreme","M",1,"16.50","16.50"
"9478","2015-06-08","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9479","2015-06-08","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"9479","2015-06-08","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9480","2015-06-08","6","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"9480","2015-06-08","6","The Green Garden Pizza","Veggie","M",1,"16.00","16.00"
"9480","2015-06-08","6","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"9480","2015-06-08","6","The Prosciutto and Arugula Pizza","Supreme","S",1,"12.50","12.50"
"9481","2015-06-08","6","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"9481","2015-06-08","6","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9482","2015-06-08","6","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9482","2015-06-08","6","The Italian Vegetables Pizza","Veggie","S",1,"12.75","12.75"
"9482","2015-06-08","6","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"9483","2015-06-08","6","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"9483","2015-06-08","6","The Greek Pizza","Classic","XL",2,"25.50","51.00"
"9484","2015-06-08","6","The Spinach Pesto Pizza","Veggie","S",1,"12.50","12.50"
"9484","2015-06-08","6","The Thai Chicken Pizza","Chicken","S",1,"12.75","12.75"
"9485","2015-06-08","6","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"9486","2015-06-08","6","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"9486","2015-06-08","6","The Spicy Italian Pizza","Supreme","L",2,"20.75","41.50"
"9486","2015-06-08","6","The Spinach Supreme Pizza","Supreme","L",1,"20.75","20.75"
"9487","2015-06-08","6","The Thai Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9487","2015-06-08","6","The Vegetables + Vegetables Pizza","Veggie","M",1,"16.00","16.00"
"9488","2015-06-08","6","The Italian Vegetables Pizza","Veggie","M",1,"16.75","16.75"
"9489","2015-06-08","6","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"9489","2015-06-08","6","The Chicken Pesto Pizza","Chicken","L",1,"20.75","20.75"
"9489","2015-06-08","6","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"9489","2015-06-08","6","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"9490","2015-06-08","6","The Southwest Chicken Pizza","Chicken","M",2,"16.75","33.50"
"9491","2015-06-08","6","The Mexicana Pizza","Veggie","M",1,"16.00","16.00"
"9492","2015-06-08","6","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"9493","2015-06-08","6","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9493","2015-06-08","6","The Brie Carre Pizza","Supreme","S",1,"23.65","23.65"
"9494","2015-06-08","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"9494","2015-06-08","6","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9495","2015-06-08","6","The Soppressata Pizza","Supreme","S",1,"12.50","12.50"
"9495","2015-06-08","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9496","2015-06-08","6","The Hawaiian Pizza","Classic","M",1,"13.25","13.25"
"9496","2015-06-08","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9496","2015-06-08","6","The Sicilian Pizza","Supreme","L",1,"20.25","20.25"
"9497","2015-06-08","6","The Hawaiian Pizza","Classic","M",1,"13.25","13.25"
"9497","2015-06-08","6","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9497","2015-06-08","6","The Mexicana Pizza","Veggie","M",1,"16.00","16.00"
"9498","2015-06-08","6","The Calabrese Pizza","Supreme","L",1,"20.25","20.25"
"9498","2015-06-08","6","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"9499","2015-06-08","6","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"9499","2015-06-08","6","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9499","2015-06-08","6","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"9499","2015-06-08","6","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"9500","2015-06-08","6","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"9500","2015-06-08","6","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"9501","2015-06-08","6","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"9501","2015-06-08","6","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"9501","2015-06-08","6","The Chicken Alfredo Pizza","Chicken","L",1,"20.75","20.75"
"9501","2015-06-08","6","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"9502","2015-06-08","6","The Spinach Pesto Pizza","Veggie","L",1,"20.75","20.75"
"9502","2015-06-08","6","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9502","2015-06-08","6","The Soppressata Pizza","Supreme","L",1,"20.75","20.75"
"9503","2015-06-08","6","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9504","2015-06-09","6","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"9505","2015-06-09","6","The Mediterranean Pizza","Veggie","M",1,"16.00","16.00"
"9506","2015-06-09","6","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9506","2015-06-09","6","The Barbecue Chicken Pizza","Chicken","M",2,"16.75","33.50"
"9506","2015-06-09","6","The Hawaiian Pizza","Classic","M",1,"13.25","13.25"
"9506","2015-06-09","6","The Napolitana Pizza","Classic","S",1,"12.00","12.00"
"9506","2015-06-09","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","M",1,"14.50","14.50"
"9506","2015-06-09","6","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"9507","2015-06-09","6","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"9507","2015-06-09","6","The Greek Pizza","Classic","L",1,"20.50","20.50"
"9507","2015-06-09","6","The Hawaiian Pizza","Classic","M",1,"13.25","13.25"
"9507","2015-06-09","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9508","2015-06-09","6","The Spicy Italian Pizza","Supreme","M",1,"16.50","16.50"
"9509","2015-06-09","6","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"9510","2015-06-09","6","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9511","2015-06-09","6","The Soppressata Pizza","Supreme","S",1,"12.50","12.50"
"9512","2015-06-09","6","The Italian Capocollo Pizza","Classic","S",1,"12.00","12.00"
"9512","2015-06-09","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"9513","2015-06-09","6","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"9513","2015-06-09","6","The Spinach and Feta Pizza","Veggie","L",1,"20.25","20.25"
"9513","2015-06-09","6","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9514","2015-06-09","6","The Italian Capocollo Pizza","Classic","M",1,"16.00","16.00"
"9514","2015-06-09","6","The Napolitana Pizza","Classic","L",1,"20.50","20.50"
"9514","2015-06-09","6","The Napolitana Pizza","Classic","M",1,"16.00","16.00"
"9514","2015-06-09","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","S",1,"11.00","11.00"
"9514","2015-06-09","6","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"9514","2015-06-09","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9514","2015-06-09","6","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9514","2015-06-09","6","The Chicken Pesto Pizza","Chicken","L",1,"20.75","20.75"
"9514","2015-06-09","6","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"9514","2015-06-09","6","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"9514","2015-06-09","6","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"9515","2015-06-09","6","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"9516","2015-06-09","6","The Brie Carre Pizza","Supreme","S",1,"23.65","23.65"
"9517","2015-06-09","6","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"9518","2015-06-09","6","The Chicken Pesto Pizza","Chicken","S",1,"12.75","12.75"
"9518","2015-06-09","6","The Prosciutto and Arugula Pizza","Supreme","M",1,"16.50","16.50"
"9519","2015-06-09","6","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9520","2015-06-09","6","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9520","2015-06-09","6","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"9521","2015-06-09","6","The Thai Chicken Pizza","Chicken","S",1,"12.75","12.75"
"9522","2015-06-09","6","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"9523","2015-06-09","6","The Soppressata Pizza","Supreme","L",1,"20.75","20.75"
"9523","2015-06-09","6","The Napolitana Pizza","Classic","S",1,"12.00","12.00"
"9523","2015-06-09","6","The Pepper Salami Pizza","Supreme","L",1,"20.75","20.75"
"9523","2015-06-09","6","The Spinach Pesto Pizza","Veggie","S",1,"12.50","12.50"
"9524","2015-06-09","6","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"9524","2015-06-09","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","S",1,"11.00","11.00"
"9525","2015-06-09","6","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"9525","2015-06-09","6","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"9525","2015-06-09","6","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"9525","2015-06-09","6","The Italian Supreme Pizza","Supreme","L",1,"20.75","20.75"
"9526","2015-06-09","6","The Italian Vegetables Pizza","Veggie","M",1,"16.75","16.75"
"9526","2015-06-09","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9526","2015-06-09","6","The Spinach and Feta Pizza","Veggie","L",1,"20.25","20.25"
"9527","2015-06-09","6","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"9527","2015-06-09","6","The Mediterranean Pizza","Veggie","M",1,"16.00","16.00"
"9528","2015-06-09","6","The Napolitana Pizza","Classic","S",1,"12.00","12.00"
"9529","2015-06-09","6","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9530","2015-06-09","6","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"9531","2015-06-09","6","The Sicilian Pizza","Supreme","L",1,"20.25","20.25"
"9531","2015-06-09","6","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"9532","2015-06-09","6","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"9532","2015-06-09","6","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"9532","2015-06-09","6","The Thai Chicken Pizza","Chicken","S",1,"12.75","12.75"
"9533","2015-06-09","6","The Brie Carre Pizza","Supreme","S",1,"23.65","23.65"
"9533","2015-06-09","6","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"9533","2015-06-09","6","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"9534","2015-06-09","6","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"9534","2015-06-09","6","The Spinach Pesto Pizza","Veggie","S",1,"12.50","12.50"
"9535","2015-06-09","6","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"9536","2015-06-09","6","The Greek Pizza","Classic","M",1,"16.00","16.00"
"9536","2015-06-09","6","The Thai Chicken Pizza","Chicken","S",1,"12.75","12.75"
"9537","2015-06-09","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9537","2015-06-09","6","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"9538","2015-06-09","6","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"9538","2015-06-09","6","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"9539","2015-06-09","6","The Four Cheese Pizza","Veggie","M",1,"14.75","14.75"
"9540","2015-06-09","6","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9540","2015-06-09","6","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"9541","2015-06-09","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9541","2015-06-09","6","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"9541","2015-06-09","6","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"9542","2015-06-09","6","The Italian Capocollo Pizza","Classic","L",2,"20.50","41.00"
"9542","2015-06-09","6","The Green Garden Pizza","Veggie","M",1,"16.00","16.00"
"9543","2015-06-09","6","The Sicilian Pizza","Supreme","L",1,"20.25","20.25"
"9544","2015-06-09","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9545","2015-06-09","6","The Spinach Pesto Pizza","Veggie","L",1,"20.75","20.75"
"9545","2015-06-09","6","The Pepperoni Pizza","Classic","L",1,"15.25","15.25"
"9545","2015-06-09","6","The Mexicana Pizza","Veggie","M",1,"16.00","16.00"
"9545","2015-06-09","6","The Italian Supreme Pizza","Supreme","S",1,"12.50","12.50"
"9546","2015-06-09","6","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"9546","2015-06-09","6","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"9547","2015-06-09","6","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"9547","2015-06-09","6","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9547","2015-06-09","6","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"9548","2015-06-09","6","The Prosciutto and Arugula Pizza","Supreme","S",1,"12.50","12.50"
"9549","2015-06-09","6","The Napolitana Pizza","Classic","L",1,"20.50","20.50"
"9549","2015-06-09","6","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9549","2015-06-09","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9549","2015-06-09","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","M",1,"14.50","14.50"
"9550","2015-06-09","6","The Southwest Chicken Pizza","Chicken","S",1,"12.75","12.75"
"9551","2015-06-09","6","The Italian Capocollo Pizza","Classic","M",1,"16.00","16.00"
"9551","2015-06-09","6","The Italian Supreme Pizza","Supreme","S",1,"12.50","12.50"
"9551","2015-06-09","6","The Napolitana Pizza","Classic","L",1,"20.50","20.50"
"9552","2015-06-09","6","The California Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9552","2015-06-09","6","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"9552","2015-06-09","6","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"9552","2015-06-09","6","The Vegetables + Vegetables Pizza","Veggie","L",1,"20.25","20.25"
"9553","2015-06-09","6","The Chicken Pesto Pizza","Chicken","S",1,"12.75","12.75"
"9553","2015-06-09","6","The Soppressata Pizza","Supreme","S",1,"12.50","12.50"
"9554","2015-06-09","6","The Napolitana Pizza","Classic","L",1,"20.50","20.50"
"9554","2015-06-09","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9554","2015-06-09","6","The Napolitana Pizza","Classic","S",1,"12.00","12.00"
"9555","2015-06-09","6","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"9555","2015-06-09","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9556","2015-06-09","6","The Italian Supreme Pizza","Supreme","L",1,"20.75","20.75"
"9556","2015-06-09","6","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"9556","2015-06-09","6","The Spinach and Feta Pizza","Veggie","L",1,"20.25","20.25"
"9556","2015-06-09","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9557","2015-06-09","6","The Southwest Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9557","2015-06-09","6","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"9558","2015-06-09","6","The Brie Carre Pizza","Supreme","S",1,"23.65","23.65"
"9558","2015-06-09","6","The Prosciutto and Arugula Pizza","Supreme","S",1,"12.50","12.50"
"9558","2015-06-09","6","The Spicy Italian Pizza","Supreme","M",1,"16.50","16.50"
"9558","2015-06-09","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9559","2015-06-09","6","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"9559","2015-06-09","6","The Italian Supreme Pizza","Supreme","S",1,"12.50","12.50"
"9560","2015-06-09","6","The Barbecue Chicken Pizza","Chicken","S",1,"12.75","12.75"
"9560","2015-06-09","6","The Classic Deluxe Pizza","Classic","L",1,"20.50","20.50"
"9561","2015-06-09","6","The Mediterranean Pizza","Veggie","S",1,"12.00","12.00"
"9561","2015-06-09","6","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9562","2015-06-09","6","The Pepper Salami Pizza","Supreme","M",1,"16.50","16.50"
"9562","2015-06-09","6","The Thai Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9563","2015-06-09","6","The Calabrese Pizza","Supreme","M",1,"16.25","16.25"
"9563","2015-06-09","6","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"9563","2015-06-09","6","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"9564","2015-06-09","6","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"9565","2015-06-09","6","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9565","2015-06-09","6","The Sicilian Pizza","Supreme","M",1,"16.25","16.25"
"9566","2015-06-09","6","The Italian Vegetables Pizza","Veggie","M",1,"16.75","16.75"
"9566","2015-06-09","6","The Sicilian Pizza","Supreme","M",1,"16.25","16.25"
"9567","2015-06-09","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","L",1,"17.50","17.50"
"9567","2015-06-09","6","The Spinach and Feta Pizza","Veggie","L",1,"20.25","20.25"
"9568","2015-06-09","6","The Italian Capocollo Pizza","Classic","L",1,"20.50","20.50"
"9569","2015-06-10","6","The Italian Vegetables Pizza","Veggie","M",1,"16.75","16.75"
"9570","2015-06-10","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","S",1,"11.00","11.00"
"9571","2015-06-10","6","The Italian Vegetables Pizza","Veggie","M",1,"16.75","16.75"
"9571","2015-06-10","6","The Pepperoni, Mushroom, and Peppers Pizza","Classic","M",1,"14.50","14.50"
"9572","2015-06-10","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9572","2015-06-10","6","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"9572","2015-06-10","6","The Prosciutto and Arugula Pizza","Supreme","M",1,"16.50","16.50"
"9572","2015-06-10","6","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"9573","2015-06-10","6","The Calabrese Pizza","Supreme","L",1,"20.25","20.25"
"9573","2015-06-10","6","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"9573","2015-06-10","6","The Pepperoni Pizza","Classic","M",1,"12.50","12.50"
"9573","2015-06-10","6","The Spinach and Feta Pizza","Veggie","S",1,"12.00","12.00"
"9574","2015-06-10","6","The Chicken Pesto Pizza","Chicken","S",1,"12.75","12.75"
"9574","2015-06-10","6","The Barbecue Chicken Pizza","Chicken","L",2,"20.75","41.50"
"9574","2015-06-10","6","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"9575","2015-06-10","6","The Spinach Pesto Pizza","Veggie","L",1,"20.75","20.75"
"9575","2015-06-10","6","The California Chicken Pizza","Chicken","L",2,"20.75","41.50"
"9575","2015-06-10","6","The Classic Deluxe Pizza","Classic","M",1,"16.00","16.00"
"9575","2015-06-10","6","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"9575","2015-06-10","6","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"9575","2015-06-10","6","The Mediterranean Pizza","Veggie","L",1,"20.25","20.25"
"9575","2015-06-10","6","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"9575","2015-06-10","6","The Sicilian Pizza","Supreme","S",1,"12.25","12.25"
"9575","2015-06-10","6","The Southwest Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9575","2015-06-10","6","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"9575","2015-06-10","6","The Barbecue Chicken Pizza","Chicken","S",1,"12.75","12.75"
"9575","2015-06-10","6","The Big Meat Pizza","Classic","S",3,"12.00","36.00"
"9576","2015-06-10","6","The Hawaiian Pizza","Classic","L",1,"16.50","16.50"
"9576","2015-06-10","6","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"9577","2015-06-10","6","The Spinach Supreme Pizza","Supreme","L",1,"20.75","20.75"
"9578","2015-06-10","6","The Four Cheese Pizza","Veggie","M",1,"14.75","14.75"
"9579","2015-06-10","6","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"9579","2015-06-10","6","The Prosciutto and Arugula Pizza","Supreme","S",1,"12.50","12.50"
"9579","2015-06-10","6","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"9580","2015-06-10","6","The Greek Pizza","Classic","L",1,"20.50","20.50"
"9580","2015-06-10","6","The Classic Deluxe Pizza","Classic","S",1,"12.00","12.00"
"9581","2015-06-10","6","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9581","2015-06-10","6","The Spinach Supreme Pizza","Supreme","S",1,"12.50","12.50"
"9581","2015-06-10","6","The Spinach Pesto Pizza","Veggie","L",1,"20.75","20.75"
"9581","2015-06-10","6","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
"9582","2015-06-10","6","The Italian Supreme Pizza","Supreme","M",1,"16.50","16.50"
"9583","2015-06-10","6","The California Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9583","2015-06-10","6","The Barbecue Chicken Pizza","Chicken","L",1,"20.75","20.75"
"9583","2015-06-10","6","The Barbecue Chicken Pizza","Chicken","M",1,"16.75","16.75"
"9584","2015-06-10","6","The Italian Vegetables Pizza","Veggie","S",1,"12.75","12.75"
"9585","2015-06-10","6","The Mexicana Pizza","Veggie","L",1,"20.25","20.25"
"9586","2015-06-10","6","The Five Cheese Pizza","Veggie","L",1,"18.50","18.50"
"9587","2015-06-10","6","The Italian Capocollo Pizza","Classic","M",1,"16.00","16.00"
"9588","2015-06-10","6","The Prosciutto and Arugula Pizza","Supreme","S",1,"12.50","12.50"
"9588","2015-06-10","6","The Calabrese Pizza","Supreme","M",2,"16.25","32.50"
"9588","2015-06-10","6","The Green Garden Pizza","Veggie","S",1,"12.00","12.00"
"9588","2015-06-10","6","The Pepperoni Pizza","Classic","S",1,"9.75","9.75"
"9588","2015-06-10","6","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"9588","2015-06-10","6","The Prosciutto and Arugula Pizza","Supreme","M",1,"16.50","16.50"
"9588","2015-06-10","6","The Sicilian Pizza","Supreme","L",1,"20.25","20.25"
"9589","2015-06-10","6","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"9590","2015-06-10","6","The Prosciutto and Arugula Pizza","Supreme","S",1,"12.50","12.50"
"9591","2015-06-10","6","The Chicken Alfredo Pizza","Chicken","M",1,"16.75","16.75"
"9592","2015-06-10","6","The Prosciutto and Arugula Pizza","Supreme","L",1,"20.75","20.75"
"9592","2015-06-10","6","The Calabrese Pizza","Supreme","L",1,"20.25","20.25"
"9592","2015-06-10","6","The Big Meat Pizza","Classic","S",1,"12.00","12.00"
"9593","2015-06-10","6","The Vegetables + Vegetables Pizza","Veggie","S",1,"12.00","12.00"
"9594","2015-06-10","6","The California Chicken Pizza","Chicken","S",1,"12.75","12.75"
"9595","2015-06-10","6","The Classic Deluxe Pizza","Classic","L",1,"20.50","20.50"
"9595","2015-06-10","6","The Spinach and Feta Pizza","Veggie","M",1,"16.00","16.00"
"9595","2015-06-10","6","The Calabrese Pizza","Supreme","S",1,"12.25","12.25"
"9596","2015-06-10","6","The Hawaiian Pizza","Classic","S",1,"10.50","10.50"
"9597","2015-06-10","6","The Spicy Italian Pizza","Supreme","L",1,"20.75","20.75"
"9597","2015-06-10","6","The Four Cheese Pizza","Veggie","L",1,"17.95","17.95"
